Frame,L_x1,L_x2,L_x3,L_x4,L_y1,L_y2,L_y3,L_y4,R_x1,R_x2,R_x3,R_x4,R_y1,R_y2,R_y3,R_y4,L_longueur,L_largeur,disparity_mid1,disparity_mid2,disparity_mid3,disparity_mid4,longueur_cm,largeur_cm,profondeur_m
838,1690,1622,1750,1818,25,209,256,72,,,,,,,,,196.16319736382766,136.35615130972272,,,,,,,
840,1690,1622,1750,1818,25,209,256,72,,,,,,,,,196.16319736382766,136.35615130972272,,,,,,,
842,1690,1622,1750,1818,25,209,256,72,,,,,,,,,196.16319736382766,136.35615130972272,,,,,,,
844,1690,1622,1750,1818,25,209,256,72,,,,,,,,,196.16319736382766,136.35615130972272,,,,,,,
846,1690,1622,1750,1818,25,209,256,72,,,,,,,,,196.16319736382766,136.35615130972272,,,,,,,
848,1690,1622,1750,1818,25,209,256,72,,,,,,,,,196.16319736382766,136.35615130972272,,,,,,,
850,1690,1622,1750,1818,25,209,256,72,,,,,,,,,196.16319736382766,136.35615130972272,,,,,,,
852,1690,1622,1750,1818,25,209,256,72,,,,,,,,,196.16319736382766,136.35615130972272,,,,,,,
854,1690,1622,1750,1818,25,209,256,72,,,,,,,,,196.16319736382766,136.35615130972272,,,,,,,
856,1690,1622,1750,1818,25,209,256,72,,,,,,,,,196.16319736382766,136.35615130972272,,,,,,,
858,1690,1622,1750,1818,25,209,256,72,,,,,,,,,196.16319736382766,136.35615130972272,,,,,,,
860,1690,1622,1750,1818,25,209,256,72,,,,,,,,,196.16319736382766,136.35615130972272,,,,,,,
862,1690,1622,1750,1818,25,209,256,72,,,,,,,,,196.16319736382766,136.35615130972272,,,,,,,
884,2227,2248,2653,2631,218,437,397,178,,,,,,,,,406.4729388286507,220.05283456479265,,,,,,,
886,2227,2248,2653,2631,218,437,397,178,,,,,,,,,406.4729388286507,220.05283456479265,,,,,,,
888,2030,2035,2079,2074,146,230,227,144,,,,,,,,,83.64956664561987,44.070965498840614,,,,,,,
890,2030,2035,2079,2074,146,230,227,144,,,,,,,,,83.64956664561987,44.070965498840614,,,,,,,
892,2030,2035,2079,2074,146,230,227,144,,,,,,,,,83.64956664561987,44.070965498840614,,,,,,,
894,2007,2068,2171,2110,82,297,268,52,,,,,,,,,223.96707347286565,107.14126189288606,,,,,,,
896,2259,2197,2342,2403,40,145,230,124,,,,,,,,,167.39324956520798,122.11674741819813,,,,,,,
898,2167,2096,2292,2362,118,212,358,263,,,,,,,,,243.70166187369344,117.90038167877151,,,,,,,
900,2167,2096,2292,2362,118,212,358,263,,,,,,,,,243.70166187369344,117.90038167877151,,,,,,,
